gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.048607964859965591e+01,1.144700000370065283e+02,1.060417705466312928e-02,1.996278722131453165e+01,-3.322943400593227070e-02,2.971484715441714136e-02
3.048609769946916259e+01,1.144700000762369996e+02,-3.369556347528310236e-02,2.001289345286136978e+01,2.615665568755233886e-02,-2.278169304593119417e-03
3.048611584584609346e+01,1.144700000908521105e+02,7.699293557853626423e-03,2.007307189245425505e+01,8.992879959526177414e-02,-4.741587287593231059e-02
3.048613370602152628e+01,1.144700000023016742e+02,-1.213099559907784494e-02,1.988762378254410379e+01,-1.077620571952607187e-01,-2.191739964040680111e-02
3.048615167851049179e+01,1.144699999812473834e+02,-2.006231247137000781e-02,2.005141756567074296e+01,4.677388542823010531e-02,5.520804818166104300e-02
3.048616982134103282e+01,1.144700000850001942e+02,-1.186484040285643200e-02,2.008609698086335271e+01,7.229742606606175820e-03,1.415418466234272948e-02
3.048618772759583706e+01,1.144700000551566461e+02,-1.256771453395698172e-02,2.000764657398528712e+01,5.162222819827474996e-02,-1.658034407982487621e-02
3.048620584201442441e+01,1.144700000091050640e+02,-1.697165167683502632e-02,2.006363152658672888e+01,-2.567386342603644386e-02,-4.663552864618596139e-02
3.048622394357613175e+01,1.144700000083051634e+02,-8.566156301204807741e-03,1.996146422867342096e+01,9.296298906865120906e-03,5.211078053323874720e-02
3.048624185715431523e+01,1.144700000471139560e+02,-1.672284695634845136e-02,1.996911087025970843e+01,-3.261733431109608422e-02,1.297673191870956505e-02
3.048625993194768924e+01,1.144699997523606072e+02,-4.625936085685422930e-03,2.009629824916929408e+01,1.604546202274478861e-02,1.432874296682699888e-03
3.048627812809414550e+01,1.144700000652290015e+02,-3.398490538138982482e-04,1.993207477610109635e+01,1.432610630592125178e-02,-1.680076725185717518e-02
3.048629604068927890e+01,1.144700001334828272e+02,-1.461919924704647815e-02,1.999117264589256848e+01,2.526691157744666294e-02,-1.568892885886377653e-02
3.048631400081991316e+01,1.144699999130148456e+02,1.017272880716982471e-02,2.000208257885597618e+01,2.522190732320038833e-02,2.388919541918071987e-02
3.048633235031504540e+01,1.144700000623842442e+02,3.134496123509178389e-02,1.993684412969478004e+01,4.625876922280969250e-02,-4.663511804135619943e-02
3.048635036079737048e+01,1.144700002148208284e+02,6.911417775914409541e-03,2.007267721135634631e+01,-2.719770242533631893e-02,-1.575526456056464131e-02
3.048636810789286500e+01,1.144700000101898354e+02,7.491340525814728542e-03,2.002563177850548826e+01,-4.380450314790469007e-02,-4.178612668031635863e-02
3.048638621472922239e+01,1.144700000913875897e+02,3.888225900484566094e-02,2.004707080612440961e+01,1.356328534990452073e-03,-4.398761462866339171e-03
3.048640446427910788e+01,1.144699998788324535e+02,-3.754919409181110834e-02,2.003685158827506285e+01,-1.794563330251363123e-02,-3.312315304254341564e-02
3.048642242305525940e+01,1.144699999435576387e+02,-2.869669880112062435e-02,1.993053961228394400e+01,4.283224477901294465e-03,-1.152156186084099358e-02
3.048644034078347076e+01,1.144699999269967776e+02,1.084063677871624672e-02,1.995163997985676474e+01,-8.539952304428993779e-02,-2.547224774927727906e-02
3.048645836212116933e+01,1.144699998126961589e+02,-2.201614438371343394e-02,1.998747307551440144e+01,1.169786963389797957e-01,-3.421971615633428304e-02
3.048647647829329799e+01,1.144699999788928722e+02,-2.385393110573895067e-02,1.996074754936223528e+01,-4.079574468008625998e-02,3.597161038942398720e-02
