ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.600465597728728234e-03,-1.804066234337348194e-04,-2.119658211615331554e-03
3.600465530987269087e-03,-1.804066233837733739e-04,-2.119658324982815790e-03
3.600465464245806903e-03,-1.804066233338119012e-04,-2.119658438350296992e-03
3.600465397504340817e-03,-1.804066232838504556e-04,-2.119658551717776892e-03
3.600465330762871695e-03,-1.804066232338889558e-04,-2.119658665085253323e-03
3.600465264021398670e-03,-1.804066231839274832e-04,-2.119658778452729320e-03
3.600465197279921741e-03,-1.804066231339660647e-04,-2.119658891820201847e-03
3.600465130538441777e-03,-1.804066230840045649e-04,-2.119659005187673508e-03
3.600465063796958777e-03,-1.804066230340430922e-04,-2.119659118555141698e-03
3.600464997055471007e-03,-1.804066229840816196e-04,-2.119659231922608588e-03
3.600464930313980200e-03,-1.804066229341201469e-04,-2.119659345290072876e-03
3.600464863572485925e-03,-1.804066228841587013e-04,-2.119659458657535862e-03
3.600464796830988180e-03,-1.804066228341972015e-04,-2.119659572024996247e-03
3.600464730089486531e-03,-1.804066227842357018e-04,-2.119659685392454029e-03
3.600464663347981414e-03,-1.804066227342742562e-04,-2.119659798759910077e-03
3.600464596606472827e-03,-1.804066226843127564e-04,-2.119659912127363956e-03
3.600464529864960770e-03,-1.804066226343512837e-04,-2.119660025494815667e-03
3.600464463123445244e-03,-1.804066225843897840e-04,-2.119660138862265210e-03
3.600464396381926249e-03,-1.804066225344282842e-04,-2.119660252229713018e-03
3.600464329640403350e-03,-1.804066224844668386e-04,-2.119660365597158223e-03
3.600464262898876982e-03,-1.804066224345053117e-04,-2.119660478964601261e-03
3.600464196157347144e-03,-1.804066223845438119e-04,-2.119660592332042130e-03
3.600464129415813404e-03,-1.804066223345823393e-04,-2.119660705699481264e-03
3.600464062674276627e-03,-1.804066222846208395e-04,-2.119660819066918230e-03
3.600463995932736382e-03,-1.804066222346593126e-04,-2.119660932434353027e-03
3.600463929191192666e-03,-1.804066221846978399e-04,-2.119661045801785222e-03
3.600463862449645048e-03,-1.804066221347363401e-04,-2.119661159169216116e-03
3.600463795708093526e-03,-1.804066220847748403e-04,-2.119661272536644409e-03
3.600463728966538969e-03,-1.804066220348133135e-04,-2.119661385904070532e-03
3.600463662224980509e-03,-1.804066219848518408e-04,-2.119661499271494921e-03
3.600463595483418145e-03,-1.804066219348903139e-04,-2.119661612638916275e-03
3.600463528741852746e-03,-1.804066218849288141e-04,-2.119661726006335893e-03
3.600463462000284744e-03,-1.804066218349673143e-04,-2.119661839373753343e-03
3.600463395258711539e-03,-1.804066217850057875e-04,-2.119661952741169059e-03
3.600463328517135297e-03,-1.804066217350442606e-04,-2.119662066108582172e-03
3.600463261775556020e-03,-1.804066216850827337e-04,-2.119662179475993551e-03
3.600463195033972840e-03,-1.804066216351212068e-04,-2.119662292843402761e-03
3.600463128292386190e-03,-1.804066215851597070e-04,-2.119662406210809803e-03
3.600463061550796071e-03,-1.804066215351982072e-04,-2.119662519578214676e-03
