accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-3.428375830521143718e-04,1.840679577137975228e-03,-9.798456051627988828e+00
8.851880127696953177e-03,-7.446928439011979775e-03,-9.794042083341093274e+00
-5.182825798590278386e-03,2.796768220449543426e-03,-9.792219281771032513e+00
-1.102602419885900450e-02,7.508121406222207327e-03,-9.787864114902436796e+00
7.799041231388840643e-04,2.155740112835281223e-03,-9.791701994814536292e+00
-6.122128695284178440e-03,-2.260662865541850954e-03,-9.797448131672044980e+00
-3.515231446566834464e-03,7.772148568773421147e-03,-9.788700603828184299e+00
2.349931842652831608e-03,-7.688709411333024234e-03,-9.796226239322656681e+00
2.586822596456868611e-03,-5.303749294014177551e-03,-9.797530274116908799e+00
-6.905720583812642935e-03,-1.183877519974474131e-03,-9.795002601996760205e+00
2.309590043599821056e-03,-7.509401528383479081e-03,-9.783764884482481605e+00
-9.601515417440930483e-03,2.702415490314882558e-03,-9.799691190470452895e+00
-7.708089254211183787e-03,5.321905422023108338e-03,-9.796628409956708694e+00
2.650804040194320622e-03,5.858803207183838112e-04,-9.797777622680786891e+00
1.101899876660577968e-04,5.506139324710122677e-03,-9.796022557285002819e+00
3.901478941722384425e-03,-3.213443036257436144e-03,-9.790479442996515402e+00
-5.214041816110176822e-03,-1.404477280014670851e-03,-9.784246666236038337e+00
-5.484190218936850752e-04,9.867217544115957761e-04,-9.789889251220715849e+00
3.429603069520486408e-04,4.538248481931037221e-04,-9.791399724149657757e+00
-6.821676604632993834e-05,-2.083773713597331535e-03,-9.789567638783847059e+00
3.973357666338933093e-03,-3.233367964741153729e-03,-9.796020626193726599e+00
1.776415245531780610e-03,-8.998758408317339072e-03,-9.791960956044043485e+00
1.734552757069980156e-03,-1.404765309023307471e-02,-9.789027645614149620e+00
-1.881571412582146684e-03,9.724540984970258400e-04,-9.791562309117519902e+00
1.461496029391380559e-04,3.377265977821564558e-03,-9.785814241116877810e+00
7.180439601306294953e-03,9.086236400446968259e-03,-9.784651212928235253e+00
-9.061912013484375167e-03,3.651942766062533322e-03,-9.793138532325636803e+00
6.356835806596506516e-03,-5.877554339271504232e-04,-9.793971894664956324e+00
-6.701432870748418036e-03,3.178725425173811389e-03,-9.791031947913369393e+00
6.264258850614402678e-03,-5.723690302170888165e-03,-9.797025027298133182e+00
1.198961040749289483e-02,3.363045819201094383e-03,-9.793272061621546953e+00
1.211337266717619002e-02,2.671518398601042369e-04,-9.796115830543485004e+00
-4.507543331264149931e-03,-1.767941405554787539e-03,-9.794835678307247662e+00
1.194287220872758274e-03,-1.778986122343239468e-03,-9.807013490759041829e+00
-8.178545080882559937e-03,4.220815988181375426e-03,-9.794654007569331355e+00
5.027586957278433293e-03,-3.444782744941995642e-03,-9.781173391732378875e+00
-5.648646623064764935e-03,-5.511318900246227684e-03,-9.791195061483659146e+00
-4.937561706627858690e-03,-2.267492740144832868e-03,-9.797253281996619378e+00
-8.273727548532913353e-03,5.871762266401626441e-03,-9.801610806718201729e+00
-1.037817681894815259e-03,1.005096612436726360e-03,-9.809003063073385320e+00
2.387075089341606383e-03,-7.403984469598320906e-03,-9.787190033498566422e+00
-1.217824658753263256e-03,1.932213709372697093e-05,-9.801866920662785532e+00
-2.006286208390094163e-03,7.406737409739220894e-03,-9.783982465794926142e+00
-5.395758116528324815e-03,-1.574879625437254887e-03,-9.792599253321380814e+00
-7.288121953277715281e-03,2.956198525999183835e-05,-9.786158293424069399e+00
-1.448218741661547746e-03,4.045913933377292063e-03,-9.785379725738311052e+00
