odo (m/s)
1.582506200254567286e-01
-1.290997008011526559e-01
-1.367883945865807083e-01
1.106690431193188273e-01
1.702887478460057280e-01
-1.120097946239600045e-01
-6.129774920180397491e-02
3.431554642251190279e-02
1.572964204130172239e-01
2.010636097427745961e-01
1.078629124249871063e-01
-8.508014815153575050e-02
6.791533048208542311e-02
-3.599151349989949261e-02
1.019426803756360578e-01
4.046188123591198949e-04
-3.873269789158931276e-02
1.605526631002161808e-01
1.554071292301491269e-01
1.912377403942546461e-01
2.750586513137752709e-01
1.095569333716790855e-01
8.510223149353084160e-02
2.443429346552041803e-01
2.268209877973235145e-01
6.691614247123586767e-02
1.006000573499267886e-01
1.360885594610394822e-04
5.937260640570093950e-02
4.333443466632316832e-02
1.211288196952246404e-01
4.077015854253571714e-01
3.166307323422981046e-01
2.506078942836535428e-01
2.240694934791372661e-01
3.179046705459362965e-01
2.471650549009349884e-01
4.249068245657385834e-01
1.268317146434649045e-01
3.550573799968811950e-01
2.277616147840810235e-01
4.243454439782683441e-01
3.865428934770787084e-01
3.579123077952642284e-01
3.857009600835167307e-01
3.801203378257504983e-01
3.088121582303999801e-01
3.628449396283442430e-01
4.491907534133892099e-01
3.746004435223943552e-01
3.661014002233638487e-01
3.459540251643962172e-01
4.414152612256144192e-01
3.655933061435586717e-01
6.767796301011655968e-01
4.854622719578134404e-01
4.158054275131191080e-01
6.997968544622350517e-01
4.324585628743636834e-01
3.441226500371895591e-01
5.963973497329895235e-01
4.719988195392432750e-01
4.637872244950063116e-01
3.848732688914880962e-01
5.968002737701307847e-01
6.120085986105047171e-01
4.129996440297080129e-01
6.044829166242997598e-01
6.051223275518369249e-01
5.677894627299164831e-01
6.729536730795439015e-01
5.893114042621409032e-01
6.279538980883486721e-01
6.139486058979324312e-01
5.253343989420717897e-01
6.416564310166814611e-01
4.910581232821215059e-01
6.997671941156118347e-01
7.990345031971297640e-01
6.241701818453335715e-01
5.789036307034536311e-01
7.858103704922435595e-01
6.004107138925820486e-01
7.549889296665568406e-01
7.273866474780722458e-01
7.722946481166141908e-01
6.972264551674345334e-01
8.668912007431646138e-01
7.840574610749931894e-01
8.135498313449163188e-01
1.006969374879540746e+00
7.188452531161104719e-01
8.826260880062791747e-01
9.880977244029272022e-01
9.178867042112576202e-01
6.498553694108404333e-01
8.336651566942299141e-01
6.716518708387881897e-01
9.594162404223125495e-01
9.167374779985950628e-01
8.447953992364105602e-01
9.167344390944176524e-01
8.713645614081395596e-01
8.719068476675005952e-01
8.491342048181884650e-01
9.960041685016108870e-01
1.025668978656645747e+00
9.631466121040579420e-01
9.024537499674810670e-01
9.094209401438401175e-01
1.042128577333993444e+00
1.070818701242497006e+00
9.418065730383115008e-01
1.130798025103976423e+00
1.049830231063391128e+00
1.099422417897519599e+00
9.751944354146049321e-01
1.101432829945108161e+00
8.622810027335754413e-01
1.035098617756567085e+00
1.080757065334314371e+00
1.214869052500376467e+00
1.087589626708986401e+00
1.114767414919408672e+00
9.004042850042996982e-01
1.131818401952364939e+00
1.286110982718753348e+00
1.193386009350990484e+00
1.034004870589305014e+00
1.149102165337263504e+00
1.218617655591526683e+00
1.265327576809999410e+00
1.129876595226940728e+00
1.449021938306566115e+00
1.176442968286868007e+00
1.157918061585996750e+00
1.402331848371840328e+00
1.321837035743196331e+00
1.122331089176461294e+00
1.311824682953883769e+00
1.085066622984226958e+00
1.429312022916354286e+00
1.317537536345166238e+00
1.479557034420651007e+00
1.435014094144660746e+00
1.328421043085481257e+00
1.354623884830276959e+00
1.332508483699917479e+00
1.157002699163772963e+00
1.378148238481583965e+00
1.490462598356997015e+00
1.337284002796544247e+00
1.352685504509146153e+00
1.512734073618305031e+00
1.673068486849941472e+00
1.375460206209570213e+00
1.519346287399125472e+00
1.470476038642081651e+00
1.452650289367883873e+00
1.474294646174099110e+00
1.384416499776610410e+00
1.490245215195625139e+00
1.659854491378915720e+00
1.538163653839913270e+00
1.483949317802356394e+00
1.588755482957625143e+00
1.492676150378308364e+00
1.575888512082427972e+00
1.550545493032321698e+00
1.709536907049718835e+00
1.574040936690936254e+00
1.585933635632064798e+00
1.600338874607672546e+00
1.708064988073345614e+00
1.591898651122773067e+00
1.819942496565388756e+00
1.766101158591120157e+00
1.725319278642554410e+00
1.515551738461482278e+00
1.686481186082444239e+00
1.648219421415928032e+00
1.699205468558105947e+00
1.549112503027024301e+00
1.488544883399889995e+00
1.743242521671426681e+00
1.662495785905839352e+00
1.837039587844140121e+00
1.710463128881408723e+00
1.779341638667990111e+00
1.731991163437640369e+00
1.691740969867899569e+00
1.882542183770926192e+00
1.944853220916378467e+00
1.630278616320619989e+00
1.755840865767112513e+00
1.791215146618927667e+00
1.650163725334235609e+00
1.805778644740534844e+00
1.869443226241074951e+00
1.772373437387389616e+00
1.910591491958169241e+00
2.010808715349980513e+00
1.772080729181237047e+00
1.815479505356859313e+00
2.036677641518901627e+00
1.903487376254596519e+00
1.877042308226352096e+00
1.845500469148218858e+00
1.851799628505765405e+00
1.962366205224571836e+00
2.003127072535324960e+00
1.988682332724988511e+00
1.989207104852448893e+00
1.923467689459213981e+00
2.050767530425221530e+00
1.954363622292873970e+00
2.157224810336211274e+00
1.959042646266604182e+00
2.181915153743642311e+00
2.006979473115511059e+00
2.006101957322415696e+00
2.208055357848198508e+00
2.079526745815033717e+00
2.002370023906059338e+00
2.078978160749097359e+00
2.055872396256659851e+00
2.182734910788832750e+00
2.320392832566396724e+00
2.236000243569588264e+00
2.241550542368099919e+00
2.194674182770782078e+00
2.095151491973531233e+00
2.147359496191264761e+00
2.134923911158125520e+00
2.254591411928256850e+00
2.378575855863425570e+00
2.219040112936454978e+00
2.272748244736940038e+00
2.289489804169122511e+00
2.343702655384788169e+00
2.280587543949641915e+00
2.376509195425209331e+00
2.376388856647314807e+00
2.363179561289476371e+00
2.331034071518732542e+00
2.402756240093423035e+00
2.213000744817687604e+00
2.486854061289631268e+00
2.442120251008028209e+00
2.391363391605973554e+00
2.446038780006612789e+00
2.257697276145671061e+00
2.339267984648626175e+00
2.554211558697777829e+00
2.549388379888694267e+00
2.351957811786298702e+00
2.423695304033651077e+00
2.552246007667550831e+00
2.490738097082697333e+00
2.355201835388086362e+00
2.503242602003540540e+00
2.508676923261331737e+00
2.381053085705742589e+00
2.451819897843028340e+00
2.747556897138394127e+00
2.487566031066541061e+00
2.408469871254323991e+00
2.535137396272021615e+00
2.514237874864878375e+00
2.647764524796134999e+00
2.580105586196326684e+00
2.707917512062723464e+00
2.656015171529404029e+00
2.547504981392546775e+00
2.468564413246244538e+00
2.468875959545972165e+00
2.619958309539379471e+00
2.575009092627997820e+00
2.701033865199081951e+00
2.691399933675163947e+00
2.631542490184235472e+00
2.697920101696145601e+00
2.866500060848575338e+00
2.821741809204704854e+00
2.703874436458624686e+00
2.703611470632350855e+00
2.778756867915081141e+00
2.895049591931049715e+00
2.779048129474783746e+00
2.661929409650276135e+00
2.805598216915971221e+00
2.807638902492617383e+00
2.854062619884934371e+00
2.825599617990507184e+00
3.071064599714993903e+00
2.849012421349370605e+00
2.713806668584609838e+00
2.762735705406116793e+00
2.767506620878621870e+00
2.916038195741836869e+00
2.699111794334271508e+00
2.850425252822934574e+00
2.671163613809790949e+00
2.921982705741238640e+00
2.957036151722057138e+00
2.749654687357724114e+00
3.082236108806187147e+00
3.073328009013879036e+00
2.933004003459591225e+00
3.042600211861393511e+00
3.058355477528793553e+00
3.003479695400058880e+00
2.903217304500946394e+00
2.965650891837102954e+00
3.014297497707283835e+00
3.024400911047938401e+00
3.129318997209737940e+00
2.956711880603284825e+00
3.173440840806647678e+00
2.874587444286556437e+00
3.158060585270008769e+00
3.140225289500954364e+00
3.220728153072803579e+00
3.138688113848145722e+00
3.004046999186000821e+00
3.026001904707861012e+00
2.958852309695185312e+00
3.072249474355170484e+00
3.242676650257379833e+00
3.065562734021953339e+00
3.132396451447508223e+00
3.186173936347754143e+00
3.018512337155971004e+00
3.140545751463418966e+00
2.945048763993976859e+00
3.362484568389930484e+00
3.179577080025601798e+00
3.256524630483884408e+00
3.240458735268539670e+00
3.467814069569865598e+00
3.178888090019445389e+00
3.291792872584613505e+00
3.224325797909111557e+00
3.275091076092357500e+00
3.413681616697683996e+00
3.331116019546553897e+00
3.246191533693499220e+00
3.339928741115580024e+00
3.489181718978984215e+00
3.394623263653201217e+00
3.267535724045141254e+00
3.388956384064978788e+00
3.271632906505664629e+00
3.495431231040560860e+00
3.451714644985852676e+00
3.623131593508940096e+00
3.463111892221992338e+00
3.536405563827207832e+00
3.411594993838785506e+00
3.392878785383058204e+00
3.489190523357053486e+00
3.673887851647094749e+00
3.477856633804821129e+00
3.487714564264250861e+00
3.390806189942574100e+00
3.601768362439163873e+00
3.411106511206310810e+00
3.754837900357876013e+00
3.630489434069570809e+00
3.578561851465829058e+00
3.505598659309099308e+00
3.552971257018109341e+00
3.508054603748032019e+00
3.709615202484578766e+00
3.672911542834651932e+00
3.608184718956970904e+00
3.684737528351478719e+00
3.794617210727631473e+00
3.750068816876233058e+00
3.685665229317686808e+00
3.604113060661366053e+00
3.753339405650573113e+00
3.696030434397061804e+00
3.713450301230591055e+00
3.949928772949815592e+00
3.650076248792843980e+00
3.792868516474612317e+00
3.738152950031907729e+00
3.639930959636926477e+00
3.855070985591980026e+00
3.863024093984126051e+00
3.736283997406396828e+00
3.695869620462613803e+00
3.933116509299899644e+00
3.733527120547625699e+00
3.735836603024815794e+00
3.918905953804915576e+00
3.722569629660537949e+00
3.808458856716063767e+00
3.922820256591698751e+00
3.773230743327157022e+00
3.984852591431818691e+00
4.021048819826678944e+00
3.929853775819413197e+00
3.796603643120934457e+00
4.140974660530519103e+00
3.903755308258293866e+00
4.037121501428904580e+00
3.965394636500245262e+00
3.864354101348447479e+00
4.220245893874594145e+00
3.896553260713698119e+00
3.931000467936576648e+00
3.997009764249551456e+00
3.963498318466450510e+00
4.019906136703083277e+00
4.046364804125465398e+00
3.930603942132317563e+00
4.042024345129930474e+00
4.244605538669957490e+00
4.001108276473786418e+00
4.018710340386944857e+00
4.147755519856392681e+00
4.097018420281273166e+00
4.022902761965093887e+00
3.984859048401982573e+00
4.117666902614601554e+00
4.175875762913741518e+00
4.196880735378647032e+00
4.000644426808225518e+00
4.109187711543471622e+00
4.100292875688620775e+00
4.243843522645654787e+00
4.115622072802318954e+00
4.090680955113568551e+00
3.984158674097722397e+00
4.270550905687778176e+00
4.172543646616691859e+00
4.240891155662846579e+00
4.164434337308038359e+00
4.231654606350518044e+00
4.151832801972682674e+00
4.283100027875669902e+00
4.385997238872927362e+00
4.337111800674025908e+00
4.430697079762797586e+00
4.368820358744361698e+00
4.114811029442790868e+00
4.328292223940187533e+00
4.232107037618862755e+00
4.266670787665895581e+00
4.462441257972581177e+00
4.367395553117315643e+00
4.250246367821984173e+00
4.471905783732529116e+00
4.542794659012495906e+00
4.428291149507707303e+00
4.425703485256368808e+00
4.439680193431319921e+00
4.492204411368770245e+00
4.466848757791708202e+00
4.444903924582862764e+00
4.538594963304266372e+00
4.650104918655698860e+00
4.357754326395649969e+00
4.298206547081453444e+00
4.363912468844515224e+00
4.575809845708946888e+00
4.380776299112643990e+00
4.507477012323347410e+00
4.668418321787080494e+00
4.386703624072798569e+00
4.640470617627399541e+00
4.526398818203729135e+00
4.583789516920809604e+00
4.646007121864216494e+00
4.624473509872140120e+00
4.638415909170303664e+00
4.611033850349696372e+00
4.585136131733567488e+00
4.667839766535132107e+00
4.754339355250583488e+00
4.769556613810070012e+00
4.664280666848396706e+00
4.673515694284232858e+00
4.888857940197040008e+00
4.603641040341939217e+00
4.757022563379287305e+00
4.855266724413025869e+00
4.891296039264403817e+00
4.749070585096313302e+00
4.764750730543572566e+00
4.699851448408861820e+00
4.901922076533754336e+00
4.784963368211506918e+00
4.867264350720025945e+00
4.699851967517116869e+00
4.801067547920266243e+00
4.681008031591815666e+00
4.877630627465285862e+00
4.798770002436560489e+00
4.884280227256849294e+00
4.905381234176862115e+00
4.966023573978317174e+00
4.989859606986002838e+00
5.128800164214373680e+00
4.952663858694266175e+00
4.929708539174948889e+00
4.907875684065169608e+00
4.972362410018390300e+00
4.806340348419706032e+00
4.936655227105019250e+00
5.004435932753750649e+00
5.138580096885810633e+00
4.937207045840676933e+00
4.860624527795734728e+00
4.935784018112559401e+00
4.946971771683556618e+00
5.084451768298565710e+00
4.883493573624267725e+00
4.907458110778740057e+00
5.023399589568106727e+00
4.856366696582977482e+00
5.071297757507593928e+00
4.946368438015652735e+00
5.085101904135471251e+00
5.044091740670168633e+00
5.262013811503933880e+00
5.119236193543181379e+00
5.374837535456417292e+00
5.311104930230671428e+00
5.031116380396278842e+00
5.286390268703458517e+00
5.289599844511450932e+00
5.157256660467885112e+00
5.211839891374856926e+00
5.105537212781802836e+00
5.293140774824943051e+00
5.086275899084948371e+00
5.222987868758776742e+00
5.115059177431899862e+00
5.439412277272416496e+00
5.265353033889918599e+00
5.070978572648460414e+00
5.181947394731421852e+00
5.048587545627575501e+00
5.488197542746483748e+00
5.397432715000098469e+00
5.367998184014254548e+00
5.393884058845735296e+00
5.175554718588160519e+00
5.208781528639739200e+00
5.371451973811474545e+00
5.438506257391904519e+00
5.471141390244142144e+00
5.434624644354676626e+00
5.427783948884617793e+00
5.510917645984275026e+00
5.415611757079301647e+00
5.503012290859505384e+00
5.488381213113594725e+00
5.532932879125735504e+00
5.571053261530284573e+00
5.408276072571511328e+00
5.617347270263294057e+00
5.450309406437475523e+00
5.479375622548113611e+00
5.301532288037588359e+00
5.571229245433785060e+00
5.669644433648170612e+00
5.607450279322134357e+00
5.623979122065387415e+00
5.633096581187639451e+00
5.441058079866529340e+00
5.680628662887141189e+00
5.595532471754117942e+00
5.490137285212946416e+00
5.530274355638677086e+00
5.730770304640134150e+00
5.377436633900682494e+00
5.458325288498084404e+00
5.892845336334575634e+00
5.648810059689385099e+00
5.771070606309116613e+00
5.587808037210621137e+00
5.578864335030752741e+00
5.802119991717979097e+00
5.672786703226509353e+00
5.748816588638804959e+00
5.745916647719927717e+00
5.694443792779788183e+00
5.809312427507381749e+00
5.641557547449597365e+00
5.702342913026732241e+00
6.045489587366751572e+00
5.794592960223441835e+00
5.781786763474893398e+00
5.754724345130306951e+00
5.742548463894387112e+00
5.916211728975856232e+00
5.949624501142404043e+00
5.775798327926063180e+00
5.900791890168231468e+00
5.701092341965410704e+00
5.935464998318652263e+00
5.716436994214988410e+00
5.956297879254870864e+00
5.949783520941505088e+00
5.843055214698732236e+00
6.033422924020908518e+00
5.786784527119725574e+00
5.818499412712545116e+00
5.951802074652899677e+00
6.034904338817455915e+00
5.962813741259312295e+00
5.851879114938140169e+00
6.068615884848385988e+00
5.974778969166293585e+00
5.990240977861524208e+00
6.114718569014656602e+00
6.092043958839849616e+00
6.174498360177406830e+00
5.988931359192753767e+00
6.146830743352553306e+00
6.065368215028708931e+00
6.258024437757534031e+00
6.005976054136694664e+00
6.142341665482510926e+00
6.223331778667436254e+00
6.118323025505868706e+00
6.031060476121354874e+00
6.168900892309753914e+00
6.215084719345462361e+00
6.134301812885669669e+00
6.214447301031563953e+00
6.128612839280518365e+00
6.144838876927320115e+00
6.129733256908671990e+00
6.300177625835906348e+00
6.160170823253152683e+00
6.295192458163853644e+00
