ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.726310872347698033e-01,-9.792079220320708544e+00
0.000000000000000000e+00,-1.743401105816476115e-01,-9.792048941623956892e+00
0.000000000000000000e+00,-1.760491300424290861e-01,-9.792018364623698901e+00
0.000000000000000000e+00,-1.777581454225906354e-01,-9.791987489322705684e+00
0.000000000000000000e+00,-1.794671565418553272e-01,-9.791956315723597370e+00
0.000000000000000000e+00,-1.811761632327684168e-01,-9.791924843828853753e+00
0.000000000000000000e+00,-1.828851653394150678e-01,-9.791893073640828504e+00
0.000000000000000000e+00,-1.845941627162663579e-01,-9.791861005161763387e+00
0.000000000000000000e+00,-1.863031552271406377e-01,-9.791828638393795359e+00
0.000000000000000000e+00,-1.880121427442689452e-01,-9.791795973338965453e+00
0.000000000000000000e+00,-1.897211251474535121e-01,-9.791763009999232992e+00
0.000000000000000000e+00,-1.914301023233109245e-01,-9.791729748376480913e+00
0.000000000000000000e+00,-1.931390741645904741e-01,-9.791696188472521101e+00
0.000000000000000000e+00,-1.948480405695608986e-01,-9.791662330289105043e+00
0.000000000000000000e+00,-1.965570014414586841e-01,-9.791628173827925607e+00
0.000000000000000000e+00,-1.982659566879910462e-01,-9.791593719090629477e+00
0.000000000000000000e+00,-1.999749062208888706e-01,-9.791558966078813597e+00
0.000000000000000000e+00,-2.016838499555045905e-01,-9.791523914794039385e+00
0.000000000000000000e+00,-2.033927878104497822e-01,-9.791488565237829178e+00
0.000000000000000000e+00,-2.051017197072694531e-01,-9.791452917411673340e+00
0.000000000000000000e+00,-2.068106455701485824e-01,-9.791416971317037365e+00
0.000000000000000000e+00,-2.085195653256482207e-01,-9.791380726955358327e+00
0.000000000000000000e+00,-2.102284789024678191e-01,-9.791344184328053757e+00
0.000000000000000000e+00,-2.119373862312315115e-01,-9.791307343436519872e+00
0.000000000000000000e+00,-2.136462872442955463e-01,-9.791270204282138678e+00
0.000000000000000000e+00,-2.153551818755752578e-01,-9.791232766866274417e+00
0.000000000000000000e+00,-2.170640700603889139e-01,-9.791195031190282450e+00
0.000000000000000000e+00,-2.187729517353177722e-01,-9.791156997255507477e+00
0.000000000000000000e+00,-2.204818268380794033e-01,-9.791118665063283544e+00
0.000000000000000000e+00,-2.221906953074145319e-01,-9.791080034614939365e+00
0.000000000000000000e+00,-2.238995570829843684e-01,-9.791041105911796549e+00
0.000000000000000000e+00,-2.256084121052787106e-01,-9.791001878955176707e+00
0.000000000000000000e+00,-2.273172603155331761e-01,-9.790962353746392566e+00
0.000000000000000000e+00,-2.290261016556545681e-01,-9.790922530286758629e+00
