q0 (),q1,q2,q3
9.999346564638550428e-01,1.143165790741875083e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999336550563953097e-01,1.151891859324717313e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999326460339749145e-01,1.160617919443734936e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999316293966044045e-01,1.169343971001641710e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999306051442939935e-01,1.178070013904234346e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999295732770537848e-01,1.186796048060085457e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999285337948937702e-01,1.195522073380264616e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999274866978238308e-01,1.204248089778089600e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999264319858535144e-01,1.212974097168901221e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999253696589925910e-01,1.221700095469860706e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999242997172503866e-01,1.230426084599768599e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999232221606365600e-01,1.239152064478899785e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999221369891604372e-01,1.247878035028856560e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999210442028312329e-01,1.256603996172436094e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999199438016583841e-01,1.265329947833510396e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999188357856509946e-01,1.274055889936919449e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999177201548185012e-01,1.282781822408374066e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999165969091698969e-01,1.291507745174368636e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999154660487146185e-01,1.300233658162103234e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999143275734617697e-01,1.308959561299412842e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999131814834205656e-01,1.317685454514703688e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999120277786003319e-01,1.326411337736896519e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999108664590100615e-01,1.335137210895374904e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999096975246591912e-01,1.343863073919938748e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999085209755569359e-01,1.352588926740763177e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999073368117126215e-01,1.361314769288360718e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999061450331355738e-01,1.370040601493547824e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999049456398351188e-01,1.378766423287413473e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999037386318205822e-01,1.387492234601293492e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999025240091014011e-01,1.396218035366745235e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999013017716871232e-01,1.404943825515524505e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.999000719195871856e-01,1.413669604979567347e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998988344528111361e-01,1.422395373690970612e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998975893713685226e-01,1.431121131581976867e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998963366752690041e-01,1.439846878584959480e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998950763645222395e-01,1.448572614632409085e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998938084391378878e-01,1.457298339656922827e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998925328991257189e-01,1.466024053591192915e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998912497444956138e-01,1.474749756367997253e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998899589752573425e-01,1.483475447920191460e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998886605914208969e-01,1.492201128180700373e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998873545929961582e-01,1.500926797082511449e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998860409799931181e-01,1.509652454558668526e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998847197524219910e-01,1.518378100542266268e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998833909102926576e-01,1.527103734966444963e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998820544536154431e-01,1.535829357764385839e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998807103824006726e-01,1.544554968869307418e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998793586966583380e-01,1.553280568214461185e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998779993963989865e-01,1.562006155733128981e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998766324816328321e-01,1.570731731358619362e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998752579523705331e-01,1.579457295024265170e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998738758086224143e-01,1.588182846663421452e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998724860503990230e-01,1.596908386209462682e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998710886777110174e-01,1.605633913595781379e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998696836905691665e-01,1.614359428755785322e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998682710889839065e-01,1.623084931622897562e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998668508729663396e-01,1.631810422130554328e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998654230425270129e-01,1.640535900212201914e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998639875976769176e-01,1.649261365801298410e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998625445384271559e-01,1.657986818831311618e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998610938647884971e-01,1.666712259235717322e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998596355767720434e-01,1.675437686947998939e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998581696743890079e-01,1.684163101901647169e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998566961576504930e-01,1.692888504030158267e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998552150265677119e-01,1.701613893267035077e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998537262811520998e-01,1.710339269545784607e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998522299214147591e-01,1.719064632799919765e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998507259473672359e-01,1.727789982962955884e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998492143590209658e-01,1.736515319968413504e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998476951563874948e-01,1.745240643749815940e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998461683394783694e-01,1.753965954240688935e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998446339083051360e-01,1.762691251374562049e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998430918628796737e-01,1.771416535084967270e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998415422032135291e-01,1.780141805305437627e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998399849293185815e-01,1.788867061969509273e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998384200412068212e-01,1.797592305010720093e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998368475388899057e-01,1.806317534362609362e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998352674223800474e-01,1.815042749958718088e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998336796916891256e-01,1.823767951732588669e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998320843468293528e-01,1.832493139617764194e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998304813878128305e-01,1.841218313547789490e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998288708146517711e-01,1.849943473456210769e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998272526273584981e-01,1.858668619276573897e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998256268259451129e-01,1.867393750942426822e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998239934104242721e-01,1.876118868387317840e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998223523808082991e-01,1.884843971544795591e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998207037371096284e-01,1.893569060348409758e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998190474793409166e-01,1.902294134731711064e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998173836075147092e-01,1.911019194628249540e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998157121216437737e-01,1.919744239971576949e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998140330217406557e-01,1.928469270695244708e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998123463078183448e-01,1.937194286732805623e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998106519798896086e-01,1.945919288017811805e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998089500379674366e-01,1.954644274483816058e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998072404820645964e-01,1.963369246064371881e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998055233121941887e-01,1.972094202693033121e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998037985283693141e-01,1.980819144303353971e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998020661306031842e-01,1.989544070828887928e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.998003261189087887e-01,1.998268982203189881e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997985784932996722e-01,2.006993878359814715e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997968232537888245e-01,2.015718759232316970e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997950604003899011e-01,2.024443624754251880e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997932899331161138e-01,2.033168474859175720e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997915118519810074e-01,2.041893309480643029e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997897261569981264e-01,2.050618128552210429e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997879328481811267e-01,2.059342932007433846e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997861319255435530e-01,2.068067719779869557e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997843233890992831e-01,2.076792491803073487e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997825072388619727e-01,2.085517248010602606e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997806834748453886e-01,2.094241988336013882e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997788520970636306e-01,2.102966712712863590e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997770131055304654e-01,2.111691421074709044e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997751665002598820e-01,2.120416113355107560e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997733122812660911e-01,2.129140789487616800e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997714504485630815e-01,2.137865449405794080e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997695810021651752e-01,2.146590093043197062e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997677039420864720e-01,2.155314720333383061e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997658192683412937e-01,2.164039331209911127e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997639269809440732e-01,2.172763925606338228e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997620270799090214e-01,2.181488503456223416e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997601195652509043e-01,2.190213064693125045e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997582044369840437e-01,2.198937609250601125e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997562816951229836e-01,2.207662137062211052e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997543513396826009e-01,2.216386648061513184e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997524133706773286e-01,2.225111142182066570e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997504677881221546e-01,2.233835619357430261e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997485145920317340e-01,2.242560079521163652e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997465537824209436e-01,2.251284522606825794e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997445853593047715e-01,2.260008948547976432e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997426093226983168e-01,2.268733357278175308e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997406256726164564e-01,2.277457748730981821e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997386344090742893e-01,2.286182122839956754e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997366355320871367e-01,2.294906479538659158e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997346290416700976e-01,2.303630818760649471e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997326149378383819e-01,2.312355140439488477e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997305932206075330e-01,2.321079444508736267e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997285638899928717e-01,2.329803730901953626e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997265269460097192e-01,2.338527999552700645e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997244823886738407e-01,2.347252250394539150e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997224302180005573e-01,2.355976483361029578e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997203704340056341e-01,2.364700698385733407e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997183030367047252e-01,2.373424895402211771e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997162280261134848e-01,2.382149074344025799e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997141454022479001e-01,2.390873235144737666e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997120551651237363e-01,2.399597377737908502e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997099573147568696e-01,2.408321502057100480e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997078518511632872e-01,2.417045608035875426e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997057387743590873e-01,2.425769695607795512e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997036180843603681e-01,2.434493764706423258e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.997014897811831169e-01,2.443217815265320489e-02,0.000000000000000000e+00,0.000000000000000000e+00
