gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.044998051555413454e+01,1.144700299632806946e+02,-7.693573357945498792e+00,1.498174700997119579e+01,-1.480901650663821525e-02,-2.451981323703529558e-02
3.045007959391079666e+01,1.144700271369366220e+02,1.548996876379630550e+01,1.492527862333118627e+01,2.178505034795277684e+00,-7.738477997432589850e-02
3.045024484340698478e+01,1.144699544879783133e+02,-7.806490714394430874e+00,1.443174044226214825e+01,4.421112143089164448e+00,9.800837805402033004e-03
3.045038352935824122e+01,1.144701041259602192e+02,-5.875490205366607377e+00,1.340354466088049712e+01,6.599510206638526277e+00,2.182375873504844091e-02
3.045057864308593309e+01,1.144702247193607576e+02,-4.412817337832356523e-01,1.224884487532337829e+01,8.645919711507614736e+00,-5.537883667571939089e-02
3.045066698873966970e+01,1.144702183442491332e+02,8.417484340401061305e-01,1.078738535122856845e+01,1.040471717555255182e+01,-4.857581995123318869e-02
3.045070151819994919e+01,1.144704875709075793e+02,-1.271749470217584665e-01,8.944729712114522613e+00,1.204905108014749082e+01,1.884709652661208101e-02
3.045075765491795039e+01,1.144705153784076828e+02,-3.891557715080014912e+00,6.949483209570598952e+00,1.321906301184432841e+01,4.794576653915877396e-02
3.045077948413761959e+01,1.144707603736566313e+02,9.030768355574909645e-01,4.861123327233783264e+00,1.414155535827921284e+01,8.513298624422249716e-02
3.045094059456154767e+01,1.144708448660975080e+02,1.878282895894696880e+00,2.677973521423570258e+00,1.480289425918470236e+01,2.842738080298079506e-02
3.045085271417718076e+01,1.144709324657583238e+02,2.737297352931705063e+00,2.425680503121351583e-01,1.500015674615358208e+01,4.461231808349589573e-02
3.045082390224528623e+01,1.144710872967790607e+02,6.179520226657219339e+00,-2.101677109593177661e+00,1.493033069803636614e+01,3.138484047764959067e-02
3.045087900021878013e+01,1.144713084755011607e+02,1.365970094572753979e+00,-4.521266955838658674e+00,1.426160198157638703e+01,1.333758603207302156e-02
3.045075022833763256e+01,1.144713064825660922e+02,-7.786206942314389146e+00,-6.562204304478116867e+00,1.354162034835267825e+01,-4.974632395568972859e-04
3.045073252513435591e+01,1.144715887792664546e+02,7.670721049980954831e+00,-8.651959596359583671e+00,1.225306068949921290e+01,-9.785469074479928933e-03
3.045059827067987968e+01,1.144716917851472573e+02,-1.244314882736892081e+01,-1.049725481627927159e+01,1.077463626871847246e+01,-4.074281076061647341e-03
3.045057892846096692e+01,1.144717945544798567e+02,-2.545955652250381451e+00,-1.204970549324707818e+01,8.995034476220736153e+00,-1.061924841293578892e-01
3.045043657406340643e+01,1.144718221909033673e+02,-1.642246989969937587e+01,-1.345597947494789182e+01,7.046082446281712208e+00,1.050548201354630645e-02
3.045033779624835191e+01,1.144718922201275859e+02,-5.211799524128591266e+00,-1.419623993227002146e+01,4.788287820150559426e+00,-9.580389553852242113e-02
