ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
1.444320639813666496e+01,4.048924417771229578e+00,0.000000000000000000e+00
1.443682854658555392e+01,4.071606748753177740e+00,0.000000000000000000e+00
1.443041507359295039e+01,4.094279033458924744e+00,0.000000000000000000e+00
1.442396599498366605e+01,4.116941215945990606e+00,0.000000000000000000e+00
1.441748132667034632e+01,4.139593240296906451e+00,0.000000000000000000e+00
1.441096108465343839e+01,4.162235050619345067e+00,0.000000000000000000e+00
1.440440528502113793e+01,4.184866591046256801e+00,0.000000000000000000e+00
1.439781394394937131e+01,4.207487805735990349e+00,0.000000000000000000e+00
1.439118707770174233e+01,4.230098638872433980e+00,0.000000000000000000e+00
1.438452470262949667e+01,4.252699034665139877e+00,0.000000000000000000e+00
1.437782683517148641e+01,4.275288937349462692e+00,0.000000000000000000e+00
1.437109349185412555e+01,4.297868291186686562e+00,0.000000000000000000e+00
1.436432468929135631e+01,4.320437040464163658e+00,0.000000000000000000e+00
1.435752044418460294e+01,4.342995129495446527e+00,0.000000000000000000e+00
1.435068077332272907e+01,4.365542502620418652e+00,0.000000000000000000e+00
1.434380569358200930e+01,4.388079104205432124e+00,0.000000000000000000e+00
1.433689522192607235e+01,4.410604878643442639e+00,0.000000000000000000e+00
1.432994937540587621e+01,4.433119770354142730e+00,0.000000000000000000e+00
1.432296817115964771e+01,4.455623723784094103e+00,0.000000000000000000e+00
1.431595162641286123e+01,4.478116683406870635e+00,0.000000000000000000e+00
1.430889975847818008e+01,4.500598593723182717e+00,0.000000000000000000e+00
1.430181258475542094e+01,4.523069399261025580e+00,0.000000000000000000e+00
1.429469012273151129e+01,4.545529044575798316e+00,0.000000000000000000e+00
1.428753238998044850e+01,4.567977474250455749e+00,0.000000000000000000e+00
1.428033940416325009e+01,4.590414632895635449e+00,0.000000000000000000e+00
1.427311118302792003e+01,4.612840465149790958e+00,0.000000000000000000e+00
1.426584774440939185e+01,4.635254915679334786e+00,0.000000000000000000e+00
1.425854910622950200e+01,4.657657929178771639e+00,0.000000000000000000e+00
1.425121528649692770e+01,4.680049450370827202e+00,0.000000000000000000e+00
1.424384630330715851e+01,4.702429424006594694e+00,0.000000000000000000e+00
1.423644217484243946e+01,4.724797794865663647e+00,0.000000000000000000e+00
1.422900291937173733e+01,4.747154507756257580e+00,0.000000000000000000e+00
1.422152855525068560e+01,4.769499507515368109e+00,0.000000000000000000e+00
1.421401910092154353e+01,4.791832739008892617e+00,0.000000000000000000e+00
1.420647457491315713e+01,4.814154147131771921e+00,0.000000000000000000e+00
1.419889499584089876e+01,4.836463676808118173e+00,0.000000000000000000e+00
1.419128038240663514e+01,4.858761272991359625e+00,0.000000000000000000e+00
1.418363075339867407e+01,4.881046880664371201e+00,0.000000000000000000e+00
1.417594612769172180e+01,4.903320444839605941e+00,0.000000000000000000e+00
1.416822652424683504e+01,4.925581910559243326e+00,0.000000000000000000e+00
1.416047196211137305e+01,4.947831222895309189e+00,0.000000000000000000e+00
1.415268246041895139e+01,4.970068326949823145e+00,0.000000000000000000e+00
1.414485803838939226e+01,4.992293167854926494e+00,0.000000000000000000e+00
1.413699871532868890e+01,5.014505690773020774e+00,0.000000000000000000e+00
1.412910451062893813e+01,5.036705840896902764e+00,0.000000000000000000e+00
1.412117544376831191e+01,5.058893563449898600e+00,0.000000000000000000e+00
1.411321153431099518e+01,5.081068803685999669e+00,0.000000000000000000e+00
1.410521280190714677e+01,5.103231506889994940e+00,0.000000000000000000e+00
1.409717926629284612e+01,5.125381618377612192e+00,0.000000000000000000e+00
1.408911094729004354e+01,5.147519083495645020e+00,0.000000000000000000e+00
1.408100786480651934e+01,5.169643847622094057e+00,0.000000000000000000e+00
1.407287003883582166e+01,5.191755856166296645e+00,0.000000000000000000e+00
1.406469748945723452e+01,5.213855054569065395e+00,0.000000000000000000e+00
1.405649023683570675e+01,5.235941388302819632e+00,0.000000000000000000e+00
1.404824830122182178e+01,5.258014802871723958e+00,0.000000000000000000e+00
1.403997170295173902e+01,5.280075243811817920e+00,0.000000000000000000e+00
1.403166046244714060e+01,5.302122656691152791e+00,0.000000000000000000e+00
1.402331460021519227e+01,5.324156987109927464e+00,0.000000000000000000e+00
1.401493413684847233e+01,5.346178180700618121e+00,0.000000000000000000e+00
1.400651909302494680e+01,5.368186183128116795e+00,0.000000000000000000e+00
1.399806948950790009e+01,5.390180940089862816e+00,0.000000000000000000e+00
1.398958534714588886e+01,5.412162397315977813e+00,0.000000000000000000e+00
1.398106668687269050e+01,5.434130500569400724e+00,0.000000000000000000e+00
1.397251352970725691e+01,5.456085195646018349e+00,0.000000000000000000e+00
1.396392589675365059e+01,5.478026428374800361e+00,0.000000000000000000e+00
1.395530380920100200e+01,5.499954144617936080e+00,0.000000000000000000e+00
1.394664728832345624e+01,5.521868290270965041e+00,0.000000000000000000e+00
1.393795635548011802e+01,5.543768811262908436e+00,0.000000000000000000e+00
1.392923103211500369e+01,5.565655653556407678e+00,0.000000000000000000e+00
1.392047133975697726e+01,5.587528763147855848e+00,0.000000000000000000e+00
1.391167730001971137e+01,5.609388086067526480e+00,0.000000000000000000e+00
1.390284893460162330e+01,5.631233568379713006e+00,0.000000000000000000e+00
1.389398626528582881e+01,5.653065156182860207e+00,0.000000000000000000e+00
1.388508931394008350e+01,5.674882795609692998e+00,0.000000000000000000e+00
1.387615810251673132e+01,5.696686432827356761e+00,0.000000000000000000e+00
1.386719265305264770e+01,5.718476014037540800e+00,0.000000000000000000e+00
1.385819298766918806e+01,5.740251485476620452e+00,0.000000000000000000e+00
1.384915912857213272e+01,5.762012793415785872e+00,0.000000000000000000e+00
1.384009109805163007e+01,5.783759884161169929e+00,0.000000000000000000e+00
1.383098891848214507e+01,5.805492704053989428e+00,0.000000000000000000e+00
1.382185261232240059e+01,5.827211199470670344e+00,0.000000000000000000e+00
1.381268220211532594e+01,5.848915316822985488e+00,0.000000000000000000e+00
1.380347771048799466e+01,5.870605002558181518e+00,0.000000000000000000e+00
1.379423916015157481e+01,5.892280203159113938e+00,0.000000000000000000e+00
1.378496657390127034e+01,5.913940865144382997e+00,0.000000000000000000e+00
1.377565997461626779e+01,5.935586935068453585e+00,0.000000000000000000e+00
1.376631938525967591e+01,5.957218359521804452e+00,0.000000000000000000e+00
1.375694482887847059e+01,5.978835085131042781e+00,0.000000000000000000e+00
1.374753632860343444e+01,6.000437058559048076e+00,0.000000000000000000e+00
1.373809390764911242e+01,6.022024226505098277e+00,0.000000000000000000e+00
1.372861758931373544e+01,6.043596535705002992e+00,0.000000000000000000e+00
1.371910739697917947e+01,6.065153932931231395e+00,0.000000000000000000e+00
1.370956335411089633e+01,6.086696364993049890e+00,0.000000000000000000e+00
1.369998548425786389e+01,6.108223778736650011e+00,0.000000000000000000e+00
1.369037381105252393e+01,6.129736121045276320e+00,0.000000000000000000e+00
1.368072835821072530e+01,6.151233338839364073e+00,0.000000000000000000e+00
1.367104914953166528e+01,6.172715379076664455e+00,0.000000000000000000e+00
1.366133620889782385e+01,6.194182188752378693e+00,0.000000000000000000e+00
1.365158956027492287e+01,6.215633714899288620e+00,0.000000000000000000e+00
1.364180922771184612e+01,6.237069904587884572e+00,0.000000000000000000e+00
1.363199523534059132e+01,6.258490704926501280e+00,0.000000000000000000e+00
1.362214760737620978e+01,6.279896063061441325e+00,0.000000000000000000e+00
1.361226636811674595e+01,6.301285926177111030e+00,0.000000000000000000e+00
1.360235154194317353e+01,6.322660241496151023e+00,0.000000000000000000e+00
1.359240315331934212e+01,6.344018956279562360e+00,0.000000000000000000e+00
1.358242122679190800e+01,6.365362017826840635e+00,0.000000000000000000e+00
1.357240578699028788e+01,6.386689373476100329e+00,0.000000000000000000e+00
1.356235685862658080e+01,6.408000970604215141e+00,0.000000000000000000e+00
1.355227446649551837e+01,6.429296756626934339e+00,0.000000000000000000e+00
1.354215863547440257e+01,6.450576678999023983e+00,0.000000000000000000e+00
1.353200939052304008e+01,6.471840685214392153e+00,0.000000000000000000e+00
1.352182675668368184e+01,6.493088722806215962e+00,0.000000000000000000e+00
1.351161075908096798e+01,6.514320739347075673e+00,0.000000000000000000e+00
1.350136142292185681e+01,6.535536682449079926e+00,0.000000000000000000e+00
1.349107877349556261e+01,6.556736499763998971e+00,0.000000000000000000e+00
1.348076283617350413e+01,6.577920138983389897e+00,0.000000000000000000e+00
1.347041363640923350e+01,6.599087547838731638e+00,0.000000000000000000e+00
1.346003119973836526e+01,6.620238674101543985e+00,0.000000000000000000e+00
1.344961555177853718e+01,6.641373465583526148e+00,0.000000000000000000e+00
1.343916671822931974e+01,6.662491870136681094e+00,0.000000000000000000e+00
1.342868472487217346e+01,6.683593835653446114e+00,0.000000000000000000e+00
1.341816959757037608e+01,6.704679310066818054e+00,0.000000000000000000e+00
1.340762136226895684e+01,6.725748241350483880e+00,0.000000000000000000e+00
1.339704004499463785e+01,6.746800577518953013e+00,0.000000000000000000e+00
1.338642567185576837e+01,6.767836266627676345e+00,0.000000000000000000e+00
1.337577826904225908e+01,6.788855256773182134e+00,0.000000000000000000e+00
1.336509786282551815e+01,6.809857496093202123e+00,0.000000000000000000e+00
1.335438447955838548e+01,6.830842932766799436e+00,0.000000000000000000e+00
1.334363814567506878e+01,6.851811515014492926e+00,0.000000000000000000e+00
1.333285888769108141e+01,6.872763191098393065e+00,0.000000000000000000e+00
1.332204673220316771e+01,6.893697909322319184e+00,0.000000000000000000e+00
1.331120170588924800e+01,6.914615618031936251e+00,0.000000000000000000e+00
1.330032383550834574e+01,6.935516265614878328e+00,0.000000000000000000e+00
1.328941314790052708e+01,6.956399800500873809e+00,0.000000000000000000e+00
1.327846966998682632e+01,6.977266171161876862e+00,0.000000000000000000e+00
1.326749342876918902e+01,6.998115326112192669e+00,0.000000000000000000e+00
1.325648445133040099e+01,7.018947213908602656e+00,0.000000000000000000e+00
1.324544276483401539e+01,7.039761783150495944e+00,0.000000000000000000e+00
1.323436839652429775e+01,7.060558982479991030e+00,0.000000000000000000e+00
1.322326137372615129e+01,7.081338760582066350e+00,0.000000000000000000e+00
1.321212172384505301e+01,7.102101066184685507e+00,0.000000000000000000e+00
1.320094947436697730e+01,7.122845848058922513e+00,0.000000000000000000e+00
1.318974465285834086e+01,7.143573055019089679e+00,0.000000000000000000e+00
1.317850728696592988e+01,7.164282635922866405e+00,0.000000000000000000e+00
1.316723740441682367e+01,7.184974539671419080e+00,0.000000000000000000e+00
1.315593503301833955e+01,7.205648715209531652e+00,0.000000000000000000e+00
1.314460020065795121e+01,7.226305111525732627e+00,0.000000000000000000e+00
1.313323293530323710e+01,7.246943677652415872e+00,0.000000000000000000e+00
1.312183326500178815e+01,7.267564362665972943e+00,0.000000000000000000e+00
1.311040121788116330e+01,7.288167115686912112e+00,0.000000000000000000e+00
1.309893682214880073e+01,7.308751885879988031e+00,0.000000000000000000e+00
1.308744010609195385e+01,7.329318622454328747e+00,0.000000000000000000e+00
1.307591109807762919e+01,7.349867274663552941e+00,0.000000000000000000e+00
1.306434982655251176e+01,7.370397791805906706e+00,0.000000000000000000e+00
1.305275632004288155e+01,7.390910123224377237e+00,0.000000000000000000e+00
1.304113060715457095e+01,7.411404218306829605e+00,0.000000000000000000e+00
1.302947271657286699e+01,7.431880026486117785e+00,0.000000000000000000e+00
1.301778267706245451e+01,7.452337497240222319e+00,0.000000000000000000e+00
1.300606051746734693e+01,7.472776580092367560e+00,0.000000000000000000e+00
1.299430626671080802e+01,7.493197224611148677e+00,0.000000000000000000e+00
1.298251995379528267e+01,7.513599380410654227e+00,0.000000000000000000e+00
1.297070160780232229e+01,7.533982997150593164e+00,0.000000000000000000e+00
1.295885125789252612e+01,7.554348024536418293e+00,0.000000000000000000e+00
1.294696893330545251e+01,7.574694412319447956e+00,0.000000000000000000e+00
1.293505466335955489e+01,7.595022110296994811e+00,0.000000000000000000e+00
1.292310847745211255e+01,7.615331068312482188e+00,0.000000000000000000e+00
1.291113040505915066e+01,7.635621236255576427e+00,0.000000000000000000e+00
1.289912047573537102e+01,7.655892564062305006e+00,0.000000000000000000e+00
1.288707871911408098e+01,7.676145001715180882e+00,0.000000000000000000e+00
1.287500516490711888e+01,7.696378499243329507e+00,0.000000000000000000e+00
1.286289984290477939e+01,7.716593006722604287e+00,0.000000000000000000e+00
1.285076278297573893e+01,7.736788474275718919e+00,0.000000000000000000e+00
1.283859401506698994e+01,7.756964852072364636e+00,0.000000000000000000e+00
1.282639356920375562e+01,7.777122090329335435e+00,0.000000000000000000e+00
1.281416147548942241e+01,7.797260139310649762e+00,0.000000000000000000e+00
1.280189776410546720e+01,7.817378949327672188e+00,0.000000000000000000e+00
1.278960246531137734e+01,7.837478470739240421e+00,0.000000000000000000e+00
1.277727560944458318e+01,7.857558653951782546e+00,0.000000000000000000e+00
1.276491722692037278e+01,7.877619449419444031e+00,0.000000000000000000e+00
1.275252734823182799e+01,7.897660807644203196e+00,0.000000000000000000e+00
1.274010600394974269e+01,7.917682679176005323e+00,0.000000000000000000e+00
1.272765322472254823e+01,7.937685014612868351e+00,0.000000000000000000e+00
1.271516904127624237e+01,7.957667764601020544e+00,0.000000000000000000e+00
1.270265348441430397e+01,7.977630879835010624e+00,0.000000000000000000e+00
1.269010658501762734e+01,7.997574311057839225e+00,0.000000000000000000e+00
1.267752837404443689e+01,8.017498009061069908e+00,0.000000000000000000e+00
1.266491888253021969e+01,8.037401924684960619e+00,0.000000000000000000e+00
1.265227814158764197e+01,8.057286008818573819e+00,0.000000000000000000e+00
1.263960618240647804e+01,8.077150212399914153e+00,0.000000000000000000e+00
1.262690303625352328e+01,8.096994486416027925e+00,0.000000000000000000e+00
1.261416873447252840e+01,8.116818781903148761e+00,0.000000000000000000e+00
1.260140330848412127e+01,8.136623049946791753e+00,0.000000000000000000e+00
1.258860678978571812e+01,8.156407241681897347e+00,0.000000000000000000e+00
1.257577920995145782e+01,8.176171308292939699e+00,0.000000000000000000e+00
1.256292060063211835e+01,8.195915201014047469e+00,0.000000000000000000e+00
1.255003099355503871e+01,8.215638871129128162e+00,0.000000000000000000e+00
1.253711042052404601e+01,8.235342269971987150e+00,0.000000000000000000e+00
1.252415891341936849e+01,8.255025348926446682e+00,0.000000000000000000e+00
1.251117650419756089e+01,8.274688059426466680e+00,0.000000000000000000e+00
1.249816322489142628e+01,8.294330352956260199e+00,0.000000000000000000e+00
1.248511910760994326e+01,8.313952181050423107e+00,0.000000000000000000e+00
