gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.044999142664514480e+01,1.144700601628247796e+02,-9.168940908293031100e+00,2.003656342653571087e+01,-6.626855520226697382e-02,1.125796835034592186e-01
3.045016654789689881e+01,1.144700819675071273e+02,8.824439116009802575e+00,2.087682068434089544e+01,2.622322124156960168e-03,-9.268961361299460355e-02
3.045037694653755622e+01,1.144699814625889331e+02,4.557765636480695548e+00,2.190043086460215704e+01,-4.250598191936237613e-02,-6.932134134263992671e-03
3.045061697392301880e+01,1.144699264254620061e+02,2.082572779963595799e+00,2.289932772000916117e+01,-2.106167998995495116e-02,-2.250874537082893714e-02
3.045078443350506348e+01,1.144699418768022667e+02,-2.964767736598261649e+00,2.396887597327609143e+01,2.259398090852474117e-02,-9.820160598407463859e-03
3.045098580330097704e+01,1.144699673623291858e+02,3.130547831928396363e+00,2.490015752725141951e+01,5.254583892100826020e-02,3.276762976569804961e-04
3.045114980789917425e+01,1.144699975414886239e+02,-5.788860716802779471e-01,2.587873417553135624e+01,3.320995830550903943e-02,-3.303736054083737314e-03
3.045145684511202333e+01,1.144699805876307295e+02,1.866974700953262012e+00,2.695930724830848746e+01,1.087030435089879343e-02,-8.490000784196166661e-02
3.045173736643964801e+01,1.144700056397550441e+02,-1.170916402020035108e+00,2.786479950780612924e+01,8.077530925073165072e-03,3.628790200781161889e-03
3.045203948434763319e+01,1.144699626367629435e+02,-9.130334339868581006e-01,2.895938955486642996e+01,-7.803473166211241652e-02,1.103216123962493661e-03
3.045226172060883130e+01,1.144699685243989364e+02,2.005158241705602862e+01,2.987484155056465340e+01,-2.387861019525777673e-02,2.488693938248609516e-02
3.045257606860254285e+01,1.144699663639069058e+02,-7.944253877576097356e-01,3.095447227034882687e+01,-3.104553639301660395e-02,-3.173700202647244256e-02
3.045271509938901744e+01,1.144699789202663993e+02,4.182908285968222728e+00,3.188411158152464964e+01,1.182383167172490340e-01,-1.434801664344876639e-02
3.045308840282847029e+01,1.144700036407599413e+02,1.813355619325824364e+01,3.292878383268597986e+01,-4.066724399681086177e-02,-3.354383344651242632e-02
3.045340234074813424e+01,1.144700077485183414e+02,4.129879417152917398e+00,3.386887809846358266e+01,3.036366073635607399e-02,-1.058735517209516142e-01
3.045378197817197474e+01,1.144699953916572497e+02,-4.154767241265201250e+00,3.491042694634852950e+01,-3.028789623241077283e-02,-1.758108906920163514e-03
3.045408758323501530e+01,1.144700694582545992e+02,1.641282861873811338e+00,3.587462652333098134e+01,-1.360282856014465025e-02,2.810365871209513297e-02
3.045437130034864026e+01,1.144701335876725210e+02,1.123075995493335100e+01,3.684953924787191681e+01,-4.092088502026545310e-02,3.828724319254523528e-02
3.045476381875208816e+01,1.144700640378740388e+02,-6.947858879176013192e-01,3.791030891533604574e+01,-5.376895937000880643e-02,4.893701305940008350e-02
3.045501928576362261e+01,1.144699783488895974e+02,-8.603457496198263499e+00,3.886297108403148570e+01,-7.712949397550882165e-03,6.050871845591078435e-02
3.045532728106836018e+01,1.144700139471713243e+02,-1.216381532428687740e+00,3.992814819360354761e+01,-1.210131583764018359e-01,1.329210827064292860e-02
3.045575557467787675e+01,1.144699922084693355e+02,-1.019883232862515143e+01,3.860764152272438565e+01,9.933340242789887142e+00,-3.790071141341846972e-02
3.045603053047852882e+01,1.144702196642248850e+02,6.913638243593032140e-01,2.849962811984474698e+01,2.791778480261446305e+01,-4.184462185211142160e-02
3.045633338451781924e+01,1.144706680910664005e+02,9.653234128124237756e+00,1.804230809776639433e+01,3.561594010109927666e+01,-7.313648172149825322e-02
3.045643780909060894e+01,1.144709243228359696e+02,-1.733426423934920413e+00,1.092704094086211164e+01,3.842986086767228926e+01,-8.447139338466173875e-02
3.045652607125367695e+01,1.144714578898117452e+02,1.657825979200144628e+00,6.552286890552101895e+00,3.938448793170213236e+01,2.189020074359462539e-02
3.045649593720204251e+01,1.144718727620104772e+02,3.520129311844088171e+00,3.769747584214233171e+00,3.971266332541635791e+01,-6.287987426192734319e-02
3.045654384519255586e+01,1.144722790734492719e+02,-1.064846522531218120e+01,2.382147152483296004e+00,3.984978163097110127e+01,2.961454619992175477e-02
