gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
3.052210895827007775e+01,1.144699678220222836e+02,-8.718717016422774080e+00,1.995153624913001522e+01,-3.048706055103895390e-02,-6.538247159460781888e-02
3.052216932484021328e+01,1.144699699750931643e+02,-5.492822386314873739e+00,2.001853857375371604e+01,3.452474453879917499e-02,-8.890172532596821164e-02
3.052217366423774791e+01,1.144698265364791041e+02,-3.210866607100693493e+00,2.005209785186501037e+01,-6.235305096273331682e-02,5.341238546087398453e-02
3.052222472378067408e+01,1.144699622884804455e+02,1.102579082544442635e+01,2.006537679370526917e+01,3.471496137351934297e-02,1.514170240979471720e-02
3.052223360186532730e+01,1.144699811020054199e+02,-1.834071369413980523e+00,2.000681304659118709e+01,4.105691168705506711e-02,9.541334706967129643e-04
3.052227422587536054e+01,1.144699500607536322e+02,-9.032278279138830968e+00,1.998172828706056947e+01,1.979368239062425511e-02,2.154023449605231219e-02
3.052227241723581130e+01,1.144700659143833406e+02,-6.842173361472455362e+00,1.994873651405630000e+01,2.339152064526730038e-02,-5.688124819394455717e-02
3.052224378479793643e+01,1.144699373598531054e+02,7.537664544623732255e-01,2.003053467570891044e+01,2.920362892565844803e-02,-9.791215639700333317e-03
3.052231372015378952e+01,1.144700179228744474e+02,1.550406094209024310e+01,2.013883960650257521e+01,3.952597860260890356e-02,3.788847871130615694e-03
3.052231556959619851e+01,1.144700833343693347e+02,-3.542754832832750722e+00,2.003140085177315299e+01,-8.560918801366190767e-02,1.938656591483378655e-02
3.052238487898856434e+01,1.144699477191294221e+02,-8.257891473349241451e+00,2.006055846311319257e+01,7.327536682117058442e-02,1.137650924662292895e-01
3.052236821652432397e+01,1.144700044225980662e+02,-9.081243887455098474e+00,1.997954486293579279e+01,-1.909707245782497204e-02,-9.795719162869842567e-02
3.052238089422249701e+01,1.144700219170790803e+02,-1.780255581966443401e+00,1.992528400862678950e+01,-4.173640433437438013e-03,3.685652342253769448e-02
3.052239888057958339e+01,1.144700971669001319e+02,6.921426856507543413e+00,1.999083955541646418e+01,-3.658347555788995370e-02,3.919090102132238851e-02
3.052241539870619746e+01,1.144699795640141105e+02,-6.809366754780413977e+00,2.010860133846691866e+01,3.374348212973780209e-02,-1.440129652898526624e-02
3.052240933576231541e+01,1.144700520650335278e+02,2.047805207163682084e+00,1.993610703783404858e+01,-1.166900972910642903e-02,-7.364197539414479941e-04
3.052244152910098762e+01,1.144700643740680732e+02,6.087142012859434459e+00,1.992696058212475663e+01,3.418779810667506303e-02,-3.235758288425363491e-03
3.052251312897129409e+01,1.144700208256751637e+02,-6.662275015946202750e+00,2.009080269872172053e+01,4.947432029025387173e-02,5.675669514162370866e-02
3.052250384635772207e+01,1.144699978461057412e+02,-1.583021979784532185e+00,2.004151350962881395e+01,1.149964735000828103e-02,-1.911406779858467603e-02
3.052252111510236432e+01,1.144699978954116943e+02,-9.089287042198350430e-02,1.984796581931163217e+01,3.273038138451805912e-02,5.318304066813481223e-03
3.052250020618073378e+01,1.144699971233348492e+02,5.274829245304702319e+00,2.000382472771053344e+01,-2.521084553406726173e-02,-4.767573848645093038e-02
3.052255893535111042e+01,1.144699785568866020e+02,9.551995290421149143e-01,2.004622086862832120e+01,-1.953395689098096077e-02,2.124161116501583485e-02
3.052245712423065882e+01,1.144699170500167895e+02,1.324203980175309781e+01,2.002523117315810808e+01,-6.022920190401479662e-02,2.187089536650917848e-02
3.052258117977160268e+01,1.144699115348771414e+02,2.145260336044349181e+00,2.000478397852779366e+01,-1.392904795382923777e-02,-7.255704213353281196e-03
3.052257787997263350e+01,1.144699362719135110e+02,-5.235721757563201351e+00,1.998278337473989197e+01,-3.537343103746459078e-02,-1.467384501524606789e-02
3.052258160852587565e+01,1.144699916184691375e+02,7.545251690417990043e-01,1.995659143572778405e+01,-1.459893079195245282e-02,1.851712889676046178e-02
3.052262339013385173e+01,1.144699616154527746e+02,-2.145187119303343160e+00,2.001900403640569692e+01,1.915514760850577786e-02,-3.992866027181095345e-02
3.052265275832367308e+01,1.144699880970774046e+02,-5.208092063402022021e+00,2.005151928738815670e+01,-1.980959579596914752e-02,-7.592808958412408660e-02
