accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-6.886030864206723993e-03,1.066889487276554208e-02,-9.799087019265209975e+00
1.858037764421524010e-03,-1.803305089457395323e-04,-9.788203149752950694e+00
-7.045627101105128229e-03,-9.309946555466132659e-03,-9.793096806671947263e+00
-5.502911337357810177e-03,1.919490611082398266e-03,-9.789840255556894633e+00
1.074331129365182873e-02,-1.216562433419518703e-02,-9.795248588940550505e+00
-4.102537048060178951e-03,-1.004243966142870717e-03,-9.783126094495782965e+00
5.046888480584321712e-03,-5.591770255409276441e-03,-9.787597334543054473e+00
5.624041443293251695e-03,-5.348913247735453957e-03,-9.800601122575171686e+00
-7.233896133164465642e-03,-2.949934677745603105e-03,-9.793420783391709961e+00
-6.463367533253087764e-03,1.608593854353897699e-03,-9.796553704588170319e+00
4.414314323727112736e-03,5.551976240773567883e-03,-9.788476978919064209e+00
3.020335072287516978e-03,2.471035396426954096e-03,-9.791564733552696964e+00
3.789224379213353752e-03,-5.412582430730239653e-03,-9.793859084680079263e+00
-1.021092258814601614e-03,-3.447654020916568474e-03,-9.798374632627920633e+00
7.385830441988570222e-03,-3.918258246930532429e-03,-9.792587132846650277e+00
2.832316438624411618e-03,1.905987436634935936e-03,-9.792054703341289468e+00
-7.620750199532568339e-03,-4.399307425359124529e-03,-9.792232770691084554e+00
2.592386186118292128e-03,-2.079585772143006765e-03,-9.798052240456279094e+00
-9.907905033012467597e-03,3.438811968330419272e-03,-9.789812938097229633e+00
-2.644115926237842334e-03,2.762652450793288104e-03,-9.793811444948159917e+00
-9.587846739121969487e-04,2.245006196065368713e-03,-9.803786298658023313e+00
1.969856508607321054e-03,4.061162909132420493e-03,-9.787571132207855129e+00
-2.827217889273709716e-03,-4.763874961112007228e-03,-9.794116778100134368e+00
-5.362946979435187847e-03,1.735593020101527982e-03,-9.791592184889966077e+00
3.723995795556501228e-03,-1.908295670412853010e-03,-9.796078679746662132e+00
1.133408323519024315e-03,1.714743794918973871e-03,-9.800556478116458692e+00
5.094604308198026968e-03,-8.719549948570306120e-04,-9.791246141175392381e+00
-5.889690183039862290e-03,-7.695420129379573586e-03,-9.795685363529463174e+00
4.655847670712400833e-03,-2.917072278029067371e-03,-9.787253218729235371e+00
1.757539473365536458e-03,2.009946725465106259e-03,-9.799926495304509544e+00
9.002424049573371856e-04,1.005983816366039230e-02,-9.800942953081406728e+00
2.532868782101410296e-03,-4.504456323125430491e-03,-9.791044688407158247e+00
-3.704800204566004607e-03,-6.792282854566822001e-03,-9.791228867444813133e+00
-3.750107613868642470e-03,3.037697214981778700e-03,-9.797336953907668899e+00
-2.875452071814259963e-03,3.485637276638699558e-03,-9.797880878400780702e+00
-6.108805256564374050e-03,-1.232271537565864496e-03,-9.788653769066971932e+00
2.237209317704976028e-03,3.720522032088224851e-03,-9.783524442397695253e+00
-1.938138048166519007e-03,-1.123518597270923691e-03,-9.790021578037030991e+00
-3.457197855632287531e-04,7.970407938932111414e-03,-9.794176244317451818e+00
-5.883824764093435397e-04,-7.310249530898864367e-03,-9.794262845732019329e+00
2.086406074318723769e-03,9.263537552495575839e-03,-9.788058391406307734e+00
-1.221960092235210849e-02,6.242823949620005669e-03,-9.802495928662194657e+00
4.957290960365562729e-03,-4.371286215082544058e-03,-9.795065014916504609e+00
4.080510878260349729e-03,-3.168545923432474626e-03,-9.795930786563438630e+00
1.631635324347788197e-03,-3.153053205543935450e-03,-9.793285472378565615e+00
3.780056203399526343e-03,8.387099172258235744e-03,-9.795742269675841385e+00
-2.096871099888018581e-03,-1.487720686447650343e-03,-9.793288491562664788e+00
3.604020601936009597e-03,1.548010784213524034e-03,-9.795940144344900347e+00
-7.574562118935671386e-04,-7.301457516925765126e-03,-9.787642177492285711e+00
-1.109042871514232280e-03,-1.195401644348595416e-02,-9.795217549169512594e+00
-5.956458853067686347e-03,-7.881308734292567135e-04,-9.794135933480715650e+00
-8.027337326748765906e-03,2.780785108113224564e-04,-9.783413699945937125e+00
-2.466142677572035966e-03,-4.015866002611893221e-03,-9.798056110211724956e+00
-1.384927405281704833e-04,2.890405446973757023e-03,-9.803458810635142129e+00
4.248483299250103810e-03,-4.324225110201241479e-03,-9.796243916579088662e+00
4.255729812304422598e-04,1.904187778654517276e-03,-9.789106383101431774e+00
4.051578131037113575e-03,-5.766860785981214529e-03,-9.782983314277052145e+00
-2.314520694348504506e-03,3.919553336132190757e-03,-9.788581041412415473e+00
-9.370904746296112794e-03,-1.269658575774591618e-02,-9.796864839427389171e+00
-5.419939439348854526e-03,-9.062463797789233749e-03,-9.796401008249782549e+00
-5.014072108226841178e-03,4.340169801969814833e-03,-9.793761149649322206e+00
-4.490955162981757030e-03,1.492686732858632733e-03,-9.798107392302824792e+00
-3.921632449849917282e-03,-1.033021721099218384e-03,-9.796848741359180934e+00
6.769056682358177632e-03,-2.498070578966455312e-03,-9.796638592235582976e+00
