ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.481383124059153754e-03,-9.793594828477653280e+00
0.000000000000000000e+00,-1.481383203174793141e-03,-9.793594829903376819e+00
0.000000000000000000e+00,-1.481383282290431444e-03,-9.793594831329100359e+00
0.000000000000000000e+00,-1.481383361406068229e-03,-9.793594832754823898e+00
0.000000000000000000e+00,-1.481383440521703279e-03,-9.793594834180543884e+00
0.000000000000000000e+00,-1.481383519637336811e-03,-9.793594835606267424e+00
0.000000000000000000e+00,-1.481383598752969042e-03,-9.793594837031992739e+00
0.000000000000000000e+00,-1.481383677868599322e-03,-9.793594838457716278e+00
0.000000000000000000e+00,-1.481383756984228518e-03,-9.793594839883438041e+00
0.000000000000000000e+00,-1.481383836099855978e-03,-9.793594841309159804e+00
0.000000000000000000e+00,-1.481383915215481921e-03,-9.793594842734883343e+00
0.000000000000000000e+00,-1.481383994331106780e-03,-9.793594844160606883e+00
0.000000000000000000e+00,-1.481384073446729904e-03,-9.793594845586332198e+00
0.000000000000000000e+00,-1.481384152562351510e-03,-9.793594847012055737e+00
0.000000000000000000e+00,-1.481384231677971815e-03,-9.793594848437777500e+00
0.000000000000000000e+00,-1.481384310793590602e-03,-9.793594849863502816e+00
0.000000000000000000e+00,-1.481384389909207655e-03,-9.793594851289224579e+00
0.000000000000000000e+00,-1.481384469024823406e-03,-9.793594852714949894e+00
0.000000000000000000e+00,-1.481384548140437640e-03,-9.793594854140671657e+00
0.000000000000000000e+00,-1.481384627256050138e-03,-9.793594855566398749e+00
0.000000000000000000e+00,-1.481384706371661336e-03,-9.793594856992120512e+00
0.000000000000000000e+00,-1.481384785487271233e-03,-9.793594858417842275e+00
0.000000000000000000e+00,-1.481384864602879395e-03,-9.793594859843567590e+00
0.000000000000000000e+00,-1.481384943718486689e-03,-9.793594861269291130e+00
0.000000000000000000e+00,-1.481385022834091382e-03,-9.793594862695016445e+00
0.000000000000000000e+00,-1.481385101949695207e-03,-9.793594864120739985e+00
0.000000000000000000e+00,-1.481385181065297731e-03,-9.793594865546463524e+00
0.000000000000000000e+00,-1.481385260180898087e-03,-9.793594866972190616e+00
0.000000000000000000e+00,-1.481385339296497792e-03,-9.793594868397914155e+00
0.000000000000000000e+00,-1.481385418412095763e-03,-9.793594869823635918e+00
0.000000000000000000e+00,-1.481385497527692215e-03,-9.793594871249361233e+00
0.000000000000000000e+00,-1.481385576643286933e-03,-9.793594872675084773e+00
0.000000000000000000e+00,-1.481385655758880133e-03,-9.793594874100810088e+00
0.000000000000000000e+00,-1.481385734874471598e-03,-9.793594875526535404e+00
0.000000000000000000e+00,-1.481385813990062413e-03,-9.793594876952258943e+00
0.000000000000000000e+00,-1.481385893105651276e-03,-9.793594878377986035e+00
