ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
3.599130125271540401e-03,-1.804056239093311997e-04,-2.121925021262358827e-03
3.599130058459077287e-03,-1.804056238593352494e-04,-2.121925134587164530e-03
3.599129991646609836e-03,-1.804056238093392720e-04,-2.121925247911968931e-03
3.599129924834138915e-03,-1.804056237593432946e-04,-2.121925361236770731e-03
3.599129858021665827e-03,-1.804056237093473172e-04,-2.121925474561570362e-03
3.599129791209187534e-03,-1.804056236593513940e-04,-2.121925587886367825e-03
3.599129724396706639e-03,-1.804056236093553624e-04,-2.121925701211163119e-03
3.599129657584221407e-03,-1.804056235593593850e-04,-2.121925814535955811e-03
3.599129590771733573e-03,-1.804056235093634347e-04,-2.121925927860747203e-03
3.599129523959241402e-03,-1.804056234593674301e-04,-2.121926041185535558e-03
3.599129457146746629e-03,-1.804056234093714256e-04,-2.121926154510322179e-03
3.599129390334247520e-03,-1.804056233593755024e-04,-2.121926267835107498e-03
3.599129323521744507e-03,-1.804056233093794708e-04,-2.121926381159889782e-03
3.599129256709238892e-03,-1.804056232593834934e-04,-2.121926494484669898e-03
3.599129189896728941e-03,-1.804056232093875160e-04,-2.121926607809448279e-03
3.599129123084215086e-03,-1.804056231593914844e-04,-2.121926721134224491e-03
3.599129056271699063e-03,-1.804056231093955341e-04,-2.121926834458998101e-03
3.599128989459178269e-03,-1.804056230593995295e-04,-2.121926947783769977e-03
3.599128922646655307e-03,-1.804056230094034979e-04,-2.121927061108540118e-03
3.599128855834127574e-03,-1.804056229594075205e-04,-2.121927174433307223e-03
3.599128789021596806e-03,-1.804056229094115431e-04,-2.121927287758072593e-03
3.599128722209062135e-03,-1.804056228594155386e-04,-2.121927401082836229e-03
3.599128655396524427e-03,-1.804056228094195341e-04,-2.121927514407596829e-03
3.599128588583982817e-03,-1.804056227594235296e-04,-2.121927627732356995e-03
3.599128521771438171e-03,-1.804056227094274979e-04,-2.121927741057113258e-03
3.599128454958888754e-03,-1.804056226594314934e-04,-2.121927854381867786e-03
3.599128388146336736e-03,-1.804056226094354889e-04,-2.121927967706620580e-03
3.599128321333781248e-03,-1.804056225594394573e-04,-2.121928081031370771e-03
3.599128254521221423e-03,-1.804056225094434528e-04,-2.121928194356119662e-03
3.599128187708658128e-03,-1.804056224594474483e-04,-2.121928307680865950e-03
3.599128120896092665e-03,-1.804056224094514166e-04,-2.121928421005610070e-03
3.599128054083521999e-03,-1.804056223594553850e-04,-2.121928534330352022e-03
3.599127987270948729e-03,-1.804056223094593805e-04,-2.121928647655091805e-03
3.599127920458371991e-03,-1.804056222594633218e-04,-2.121928760979828986e-03
3.599127853645790482e-03,-1.804056222094673173e-04,-2.121928874304564866e-03
3.599127786833206371e-03,-1.804056221594712856e-04,-2.121928987629298578e-03
3.599127720020618790e-03,-1.804056221094752540e-04,-2.121929100954029253e-03
3.599127653208027307e-03,-1.804056220594792495e-04,-2.121929214278758628e-03
3.599127586395433221e-03,-1.804056220094832179e-04,-2.121929327603485835e-03
3.599127519582834799e-03,-1.804056219594871592e-04,-2.121929440928210439e-03
3.599127452770232473e-03,-1.804056219094911275e-04,-2.121929554252933742e-03
3.599127385957627111e-03,-1.804056218594950959e-04,-2.121929667577654010e-03
3.599127319145018714e-03,-1.804056218094990643e-04,-2.121929780902372543e-03
3.599127252332405547e-03,-1.804056217595030598e-04,-2.121929894227088473e-03
3.599127185519789343e-03,-1.804056217095069740e-04,-2.121930007551803103e-03
3.599127118707170104e-03,-1.804056216595109423e-04,-2.121930120876515131e-03
3.599127051894546962e-03,-1.804056216095148836e-04,-2.121930234201224990e-03
3.599126985081920350e-03,-1.804056215595188249e-04,-2.121930347525932247e-03
3.599126918269289401e-03,-1.804056215095227933e-04,-2.121930460850638203e-03
3.599126851456656284e-03,-1.804056214595267887e-04,-2.121930574175341557e-03
3.599126784644018397e-03,-1.804056214095306758e-04,-2.121930687500043176e-03
3.599126717831377040e-03,-1.804056213595346713e-04,-2.121930800824742194e-03
3.599126651018733081e-03,-1.804056213095385855e-04,-2.121930914149439042e-03
3.599126584206085219e-03,-1.804056212595424996e-04,-2.121931027474134156e-03
3.599126517393433020e-03,-1.804056212095464951e-04,-2.121931140798827102e-03
3.599126450580778219e-03,-1.804056211595504364e-04,-2.121931254123517879e-03
3.599126383768119081e-03,-1.804056211095543235e-04,-2.121931367448206488e-03
3.599126316955456907e-03,-1.804056210595582918e-04,-2.121931480772892929e-03
3.599126250142792131e-03,-1.804056210095622060e-04,-2.121931594097576767e-03
3.599126183330122151e-03,-1.804056209595661473e-04,-2.121931707422259738e-03
3.599126116517449136e-03,-1.804056209095700886e-04,-2.121931820746938806e-03
3.599126049704773084e-03,-1.804056208595740027e-04,-2.121931934071617006e-03
3.599125982892092696e-03,-1.804056208095779440e-04,-2.121932047396293038e-03
3.599125916079409706e-03,-1.804056207595818582e-04,-2.121932160720966468e-03
3.599125849266721945e-03,-1.804056207095857723e-04,-2.121932274045638597e-03
3.599125782454031149e-03,-1.804056206595897136e-04,-2.121932387370307257e-03
3.599125715641337316e-03,-1.804056206095936278e-04,-2.121932500694974615e-03
3.599125648828639581e-03,-1.804056205595975149e-04,-2.121932614019639805e-03
3.599125582015937942e-03,-1.804056205096014561e-04,-2.121932727344302393e-03
3.599125515203233268e-03,-1.804056204596053974e-04,-2.121932840668963247e-03
3.599125448390524690e-03,-1.804056204096092845e-04,-2.121932953993621931e-03
3.599125381577813077e-03,-1.804056203596131986e-04,-2.121933067318278448e-03
3.599125314765097561e-03,-1.804056203096171128e-04,-2.121933180642933230e-03
3.599125247952378575e-03,-1.804056202596210541e-04,-2.121933293967584976e-03
3.599125181139656120e-03,-1.804056202096249411e-04,-2.121933407292235854e-03
3.599125114326929761e-03,-1.804056201596288553e-04,-2.121933520616883263e-03
3.599125047514199933e-03,-1.804056201096327424e-04,-2.121933633941529371e-03
3.599124980701466636e-03,-1.804056200596366294e-04,-2.121933747266173311e-03
3.599124913888729869e-03,-1.804056200096405436e-04,-2.121933860590814649e-03
3.599124847075989633e-03,-1.804056199596444307e-04,-2.121933973915453818e-03
3.599124780263245928e-03,-1.804056199096483177e-04,-2.121934087240091252e-03
3.599124713450498319e-03,-1.804056198596522319e-04,-2.121934200564726519e-03
